num,strip ,block ,cage ,trt,sp,ind,date,type,round,length,width,sex ,color,stage ,alive,notes
,3,6,36,ach_33,ach,1,6/27/2025,stock,1 ,20.59,1.59,m,LG,,1,
,3,6,36,ach_33,ach,2,6/27/2025,stock,1 ,23.7,1.92,f,G+P,,1,
,3,6,36,ach_33,ach,3,6/27/2025,stock,1 ,28.48,1.74,m,B-LBstr,,1,
,4,7,37,ach_low,ach,1,7/2/2025,stock,1 ,10.02,0.75,f,B,,1,
,4,7,37,ach_low,ach,2,7/2/2025,stock,1 ,37.21,2.34,f,B,,1,
,4,7,37,ach_low,ach,3,7/2/2025,stock,1 ,29.3,1.41,m,B,,1,
,4,7,37,ach_low,ach,4,7/2/2025,stock,1 ,12.29,0.73,f,B,,1,
,4,7,37,ach_low,ach,5,7/2/2025,stock,1 ,34.31,1.85,f,B,,1,
,4,7,37,ach_low,ach,6,7/2/2025,stock,1 ,28.4,1.34,m,B,,1,
,4,7,38,ach_66,apt,1,7/2/2025,stock,1 ,13.24,1.78,u,G,,1,
,4,7,38,ach_66,apt,2,7/2/2025,stock,1 ,14.04,2,u,G,,1,
,4,7,38,ach_66,apt,3,7/2/2025,stock,1 ,9.57,1.13,u,G,,1,
,4,7,38,ach_66,ach,1,7/2/2025,stock,1 ,29.18,1.35,m,OB,,1,
,4,7,38,ach_66,ach,2,7/2/2025,stock,1 ,29.7,1.4,m,B,,1,
,4,7,38,ach_66,ach,3,7/2/2025,stock,1 ,29.79,1.49,f,G-Tstr,,1,
,4,7,38,ach_66,ach,4,7/2/2025,stock,1 ,26.8,1.28,m,RB,,1,
,4,7,38,ach_66,ach,5,7/2/2025,stock,1 ,24.21,1.1,m,B,,1,
,4,7,38,ach_66,ach,6,7/2/2025,stock,1 ,35.01,2.28,f,B,,1,
,4,7,39,ach_high,ach,1,7/2/2025,stock,1 ,24.2,1.33,f,G-Pstr,,1,
,4,7,39,ach_high,ach,2,7/2/2025,stock,1 ,30.49,1.79,m,B,,1,
,4,7,39,ach_high,ach,3,7/2/2025,stock,1 ,34.15,2.04,f,B,,1,
,4,7,39,ach_high,ach,4,7/2/2025,stock,1 ,29.92,2.01,f,LB,,1,
,4,7,39,ach_high,ach,5,7/2/2025,stock,1 ,27.01,1.34,f,B,,1,
,4,7,39,ach_high,ach,6,7/2/2025,stock,1 ,30.63,1.52,m,GREY-B,,1,
,4,7,39,ach_high,ach,7,7/2/2025,stock,1 ,30.45,1.44,m,B,,1,
,4,7,39,ach_high,ach,8,7/2/2025,stock,1 ,23.54,1.13,m,YB,,1,
,4,7,39,ach_high,ach,9,7/2/2025,stock,1 ,38.79,2.62,f,OB,,1,
,4,7,40,apt_low,apt,1,7/2/2025,stock,1 ,21.6,3.2,f,G,,1,
,4,7,40,apt_low,apt,2,7/2/2025,stock,1 ,14.42,2.19,u,G,,1,
,4,7,40,apt_low,apt,3,7/2/2025,stock,1 ,14.72,2.4,u,G,,1,
,4,7,40,apt_low,apt,4,7/2/2025,stock,1 ,13.61,2.01,u,G,,1,
,4,7,40,apt_low,apt,5,7/2/2025,stock,1 ,9.67,1.29,u,G,,1,
,4,7,40,apt_low,apt,6,7/2/2025,stock,1 ,11.15,1.53,u,G,,1,
,4,7,41,ach_33,apt,1,7/2/2025,stock,1 ,17.02,2.74,u,G,,1,
,4,7,41,ach_33,apt,2,7/2/2025,stock,1 ,9.17,1.42,u,G,,1,
,4,7,41,ach_33,apt,3,7/2/2025,stock,1 ,13.78,2.41,u,G,,1,
,4,7,41,ach_33,apt,4,7/2/2025,stock,1 ,16.57,2.14,u,G,,1,
,4,7,41,ach_33,apt,5,7/2/2025,stock,1 ,11.32,1.84,u,G,,1,
,4,7,41,ach_33,apt,6,7/2/2025,stock,1 ,12.74,1.8,u,G,,1,
,4,7,41,ach_33,ach,1,7/2/2025,stock,1 ,26.51,1.49,m,OB,,1,
,4,7,41,ach_33,ach,2,7/2/2025,stock,1 ,25.16,1.4,m,B,,1,
,4,7,41,ach_33,ach,3,7/2/2025,stock,1 ,32.9,1.44,m,B,,1,
,4,7,42,apt_high,apt,1,7/2/2025,stock,1 ,13.11,1.87,u,G,,1,
,4,7,42,apt_high,apt,2,7/2/2025,stock,1 ,15.48,1.65,u,G,,1,
,4,7,42,apt_high,apt,3,7/2/2025,stock,1 ,15.24,1.97,u,G,,1,
,4,7,42,apt_high,apt,4,7/2/2025,stock,1 ,20.23,3.07,f,G,,1,
,4,7,42,apt_high,apt,5,7/2/2025,stock,1 ,19.59,2.96,f,G,,1,
,4,7,42,apt_high,apt,6,7/2/2025,stock,1 ,11.32,1.96,u,G,,1,
,4,7,42,apt_high,apt,7,7/2/2025,stock,1 ,11.73,1.62,u,G,,1,
,4,7,42,apt_high,apt,8,7/2/2025,stock,1 ,9.8,1.83,u,G,,1,
,4,7,42,apt_high,apt,9,7/2/2025,stock,1 ,9.74,1.49,u,G,,1,
,4,8,43,ach_low,ach,1,7/3/2025,stock,1 ,31.54,1.96,f,G-Bstr,,1,
,4,8,43,ach_low,ach,2,7/3/2025,stock,1 ,27.87,1.63,m,B,,1,
,4,8,43,ach_low,ach,3,7/3/2025,stock,1 ,19.73,1.43,m,G,,1,
,4,8,43,ach_low,ach,4,7/3/2025,stock,1 ,30.25,2.29,f,L-Clay B,,1,
,4,8,43,ach_low,ach,5,7/3/2025,stock,1 ,23.33,1.71,m,G+B,,1,
,4,8,43,ach_low,ach,6,7/3/2025,stock,1 ,29.17,1.43,m,G,,1,
,4,8,44,ach_66,apt,1,7/3/2025,stock,1 ,11.89,1.66,u,G,,1,
,4,8,44,ach_66,apt,2,7/3/2025,stock,1 ,10.77,1.31,u,G,,1,
,4,8,44,ach_66,apt,3,7/3/2025,stock,1 ,16.38,2.26,u,G,,1,
,4,8,44,ach_66,ach,1,7/3/2025,stock,1 ,29.96,1.87,f,OB,,1,
,4,8,44,ach_66,ach,2,7/3/2025,stock,1 ,29.19,1.68,m,B,,1,
,4,8,44,ach_66,ach,3,7/3/2025,stock,1 ,27.03,1.81,m,DuLL-B,,1,
,4,8,44,ach_66,ach,4,7/3/2025,stock,1 ,21.78,1.07,m,G,,1,
,4,8,44,ach_66,ach,5,7/3/2025,stock,1 ,31.24,2.1,f,YB,,1,
,4,8,44,ach_66,ach,6,7/3/2025,stock,1 ,29.14,1.55,f,B,,1,
,4,8,45,ach_33,apt,1,7/3/2025,stock,1 ,7.86,1.17,u,G,,1,
,4,8,45,ach_33,apt,2,7/3/2025,stock,1 ,11.75,1.26,u,G,,1,
,4,8,45,ach_33,apt,3,7/3/2025,stock,1 ,18.8,2.64,u,G,,1,
,4,8,45,ach_33,apt,4,7/3/2025,stock,1 ,7.76,1.32,u,G,,1,
,4,8,45,ach_33,apt,5,7/3/2025,stock,1 ,17.14,2.34,f,G,,1,
,4,8,45,ach_33,apt,6,7/3/2025,stock,1 ,14.25,2.01,u,G,,1,
,4,8,45,ach_33,ach,1,7/3/2025,stock,1 ,26.28,1.39,m,G+P,,1,
,4,8,45,ach_33,ach,2,7/3/2025,stock,1 ,27.84,1.66,m,B,,1,
,4,8,45,ach_33,ach,3,7/3/2025,stock,1 ,23.2,1.55,f,G-Tstr,,1,
,4,8,46,apt_high,apt,1,7/3/2025,stock,1 ,9.6,1.2,u,G,,1,
,4,8,46,apt_high,apt,2,7/3/2025,stock,1 ,16.96,2.05,f,G,,1,
,4,8,46,apt_high,apt,3,7/3/2025,stock,1 ,14.79,2.48,u,G,,1,
,4,8,46,apt_high,apt,4,7/3/2025,stock,1 ,11.79,1.62,u,G,,1,
,4,8,46,apt_high,apt,5,7/3/2025,stock,1 ,10.45,1.23,u,G,,1,
,4,8,46,apt_high,apt,6,7/3/2025,stock,1 ,10.76,1.95,u,G,,1,
,4,8,46,apt_high,apt,7,7/3/2025,stock,1 ,16.72,2.2,f,G,,1,
,4,8,46,apt_high,apt,8,7/3/2025,stock,1 ,10.4,1.47,u,G,,1,
,4,8,46,apt_high,apt,9,7/3/2025,stock,1 ,13.3,1.91,u,G,,1,
,4,8,47,apt_low,apt,1,7/3/2025,stock,1 ,8.17,1.21,u,G,,1,
,4,8,47,apt_low,apt,2,7/3/2025,stock,1 ,9.64,1.45,u,G,,1,
,4,8,47,apt_low,apt,3,7/3/2025,stock,1 ,11.36,1.54,u,G,,1,
,4,8,47,apt_low,apt,4,7/3/2025,stock,1 ,17.66,2.11,u,G,,1,
,4,8,47,apt_low,apt,5,7/3/2025,stock,1 ,10.35,1.46,u,G,,1,
,4,8,47,apt_low,apt,6,7/3/2025,stock,1 ,15.89,2.32,u,G,,1,
,4,8,48,ach_high,ach,1,7/3/2025,stock,1 ,23.75,1.95,f,G-Tstr,,1,
,4,8,48,ach_high,ach,2,7/3/2025,stock,1 ,11.62,0.83,f,G-P,,1,
,4,8,48,ach_high,ach,3,7/3/2025,stock,1 ,29.72,1.34,m,B,,1,
,4,8,48,ach_high,ach,4,7/3/2025,stock,1 ,28.61,1.27,m,B,,1,
,4,8,48,ach_high,ach,5,7/3/2025,stock,1 ,24.5,1.58,m,B,,1,
,4,8,48,ach_high,ach,6,7/3/2025,stock,1 ,31.4,1.89,f,G-Tstr,,1,
,4,8,48,ach_high,ach,7,7/3/2025,stock,1 ,30.3,1.96,f,G-Bstr,,1,
,4,8,48,ach_high,ach,8,7/3/2025,stock,1 ,11.62,1.1,f,B,,1,
,4,8,48,ach_high,ach,9,7/3/2025,stock,1 ,13.72,1.38,f,G,,1,
,5,10,49,ach_low,ach,1,7/3/2025,stock,1 ,30.7,2.13,f,G-T-BR,,1,
,5,10,49,ach_low,ach,2,7/3/2025,stock,1 ,30.74,2.25,f,Clay-R,,1,
,5,10,49,ach_low,ach,3,7/3/2025,stock,1 ,38.9,2.7,f,G-Tstr,,1,
,5,10,49,ach_low,ach,4,7/3/2025,stock,1 ,29.67,1.86,f,G-Tstr,,1,
,5,10,49,ach_low,ach,5,7/3/2025,stock,1 ,28.97,1.63,m,B-LBstr,,1,
,5,10,49,ach_low,ach,6,7/3/2025,stock,1 ,26.87,1.61,m,GB-LBstr,,1,
,5,10,50,apt_low,apt,1,7/3/2025,stock,1 ,12.22,1.96,u,G,,1,
,5,10,50,apt_low,apt,2,7/3/2025,stock,1 ,13.71,1.88,u,G,,1,
,5,10,50,apt_low,apt,3,7/3/2025,stock,1 ,9,1.12,u,G,,1,
,5,10,50,apt_low,apt,4,7/3/2025,stock,1 ,12.16,1.19,u,G,,1,
,5,10,50,apt_low,apt,5,7/3/2025,stock,1 ,7.68,0.98,u,G,,1,
,5,10,50,apt_low,apt,6,7/3/2025,stock,1 ,8.78,1.18,u,G,,1,
,5,10,51,ach_66,apt,1,7/3/2025,stock,1 ,15.12,1.96,u,G,,1,
,5,10,51,ach_66,apt,2,7/3/2025,stock,1 ,13.1,1.49,u,G,,1,
,5,10,51,ach_66,apt,3,7/3/2025,stock,1 ,11.35,1.11,u,G,,1,
,5,10,51,ach_66,ach,1,7/3/2025,stock,1 ,30.26,1.68,m,B-Tan,,1,
,5,10,51,ach_66,ach,2,7/3/2025,stock,1 ,29.04,1.6,m,B,,1,
,5,10,51,ach_66,ach,3,7/3/2025,stock,1 ,29.17,1.65,f,T-OB,,1,
,5,10,51,ach_66,ach,4,7/3/2025,stock,1 ,16.39,1.45,f,LG,,1,
,5,10,51,ach_66,ach,5,7/3/2025,stock,1 ,30.25,2.37,f,LB,,1,
,5,10,51,ach_66,ach,6,7/3/2025,stock,1 ,21,1.56,f,GB-P,,1,
,5,10,52,ach_33,apt,1,7/3/2025,stock,1 ,10.84,1.78,u,G,,1,
,5,10,52,ach_33,apt,2,7/3/2025,stock,1 ,9.21,1.28,u,G,,1,
,5,10,52,ach_33,apt,3,7/3/2025,stock,1 ,16.42,2.15,f,G,,1,
,5,10,52,ach_33,apt,4,7/3/2025,stock,1 ,11.97,2.07,u,G,,1,
,5,10,52,ach_33,apt,5,7/3/2025,stock,1 ,10.5,1.28,u,G,,1,
,5,10,52,ach_33,apt,6,7/3/2025,stock,1 ,7.14,0.91,u,G,,1,
,5,10,52,ach_33,ach,1,7/3/2025,stock,1 ,15.45,1.29,f,G-P,,1,
,5,10,52,ach_33,ach,2,7/3/2025,stock,1 ,27.73,1.5,m,Green-B,,1,
,5,10,52,ach_33,ach,3,7/3/2025,stock,1 ,26.29,1.64,m,B,,1,
,5,10,53,ach_high,ach,1,7/3/2025,stock,1 ,23.17,1.88,f,B-LTstr,,1,
,5,10,53,ach_high,ach,2,7/3/2025,stock,1 ,30.61,2.1,f,C-OLB,,1,
,5,10,53,ach_high,ach,3,7/3/2025,stock,1 ,29.55,1.52,m,B,,1,
,5,10,53,ach_high,ach,4,7/3/2025,stock,1 ,26.72,1.39,m,B,,1,
,5,10,53,ach_high,ach,5,7/3/2025,stock,1 ,29.06,2.05,f,C-B,,1,
,5,10,53,ach_high,ach,6,7/3/2025,stock,1 ,29.63,1.56,m,B+Green,,1,
,5,10,53,ach_high,ach,7,7/3/2025,stock,1 ,20.63,1.8,f,G-Tstr,,1,
,5,10,53,ach_high,ach,8,7/3/2025,stock,1 ,29.97,1.37,m,B-Gstr,,1,
,5,10,53,ach_high,ach,9,7/3/2025,stock,1 ,26.01,1.87,f,LB-G,,1,
,5,10,54,apt_high,apt,1,7/3/2025,stock,1 ,4.91,1.21,u,G,,1,
,5,10,54,apt_high,apt,2,7/3/2025,stock,1 ,10.08,1.18,u,G,,1,
,5,10,54,apt_high,apt,3,7/3/2025,stock,1 ,11.43,1.31,u,G,,1,
,5,10,54,apt_high,apt,4,7/3/2025,stock,1 ,13.58,1.93,u,G,,1,
,5,10,54,apt_high,apt,5,7/3/2025,stock,1 ,14.22,1.74,u,G,,1,
,5,10,54,apt_high,apt,6,7/3/2025,stock,1 ,18.2,2.48,u,G,,1,
,5,10,54,apt_high,apt,7,7/3/2025,stock,1 ,11.7,1.57,u,G,,1,
,5,10,54,apt_high,apt,8,7/3/2025,stock,1 ,10.66,1.53,u,G,,1,
,5,10,54,apt_high,apt,9,7/3/2025,stock,1 ,11.95,1.59,u,G,,1,
,6,11,55,ach_low,ach,1,7/3/2025,stock,1 ,22.8,1.43,f,PY-G,,1,
,6,11,55,ach_low,ach,2,7/3/2025,stock,1 ,30.79,2.27,f,LB,,1,
,6,11,55,ach_low,ach,3,7/3/2025,stock,1 ,24.18,1.57,f,PB-L,,1,
,6,11,55,ach_low,ach,4,7/3/2025,stock,1 ,32.54,1.37,m,R-DB,,1,
,6,11,55,ach_low,ach,5,7/3/2025,stock,1 ,30.26,1.57,m,DB,,1,
,6,11,55,ach_low,ach,6,7/3/2025,stock,1 ,30.72,2.28,f,DB,,1,
,6,11,56,ach_66,apt,1,7/3/2025,stock,1 ,13.66,1.8,u,G,,1,
,6,11,56,ach_66,apt,2,7/3/2025,stock,1 ,13.15,1.46,u,G,,1,
,6,11,56,ach_66,apt,3,7/3/2025,stock,1 ,10.3,1.42,u,G,,1,
,6,11,56,ach_66,ach,1,7/3/2025,stock,1 ,39.73,2.6,f,G-P,,1,
,6,11,56,ach_66,ach,2,7/3/2025,stock,1 ,21.67,1.59,f,G-Beige,,1,
,6,11,56,ach_66,ach,3,7/3/2025,stock,1 ,30.72,1.71,m,DB,,1,
,6,11,56,ach_66,ach,4,7/3/2025,stock,1 ,32,2.09,f,G-Beige,,1,
,6,11,56,ach_66,ach,5,7/3/2025,stock,1 ,30.51,1.42,m,R-DB,,1,
,6,11,56,ach_66,ach,6,7/3/2025,stock,1 ,32.1,1.93,f,LB,,1,
,6,11,57,ach_33,apt,1,7/3/2025,stock,1 ,12.71,1.75,u,G,,1,
,6,11,57,ach_33,apt,2,7/3/2025,stock,1 ,11.96,1.51,u,G,,1,
,6,11,57,ach_33,apt,3,7/3/2025,stock,1 ,11.45,1.58,u,G,,1,
,6,11,57,ach_33,apt,4,7/3/2025,stock,1 ,12.66,1.39,u,G,,1,
,6,11,57,ach_33,apt,5,7/3/2025,stock,1 ,11.92,1.72,u,G,,1,
,6,11,57,ach_33,apt,6,7/3/2025,stock,1 ,10.72,1.57,u,G,,1,
,6,11,57,ach_33,ach,1,7/3/2025,stock,1 ,28.55,2.1,f,R-LB,,1,
,6,11,57,ach_33,ach,2,7/3/2025,stock,1 ,23.43,1.93,f,B,,1,
,6,11,57,ach_33,ach,3,7/3/2025,stock,1 ,29.08,1.62,m,DB-R,,1,
,6,11,58,apt_high,apt,1,7/3/2025,stock,1 ,11.78,1.43,u,G,,1,
,6,11,58,apt_high,apt,2,7/3/2025,stock,1 ,13.68,1.71,u,G,,1,
,6,11,58,apt_high,apt,3,7/3/2025,stock,1 ,9.61,1.28,u,G,,1,
,6,11,58,apt_high,apt,4,7/3/2025,stock,1 ,15.52,2.02,u,G,,1,
,6,11,58,apt_high,apt,5,7/3/2025,stock,1 ,15.87,2.38,u,G,,1,
,6,11,58,apt_high,apt,6,7/3/2025,stock,1 ,10.93,1.36,u,G,,1,
,6,11,58,apt_high,apt,7,7/3/2025,stock,1 ,12.4,1.55,u,G,,1,
,6,11,58,apt_high,apt,8,7/3/2025,stock,1 ,11.95,1.74,u,G,,1,
,6,11,58,apt_high,apt,9,7/3/2025,stock,1 ,15.7,2.32,u,G,,1,
,6,11,59,apt_low,apt,1,7/3/2025,stock,1 ,11.06,1.18,u,G,,1,
,6,11,59,apt_low,apt,2,7/3/2025,stock,1 ,11.45,1.35,u,G,,1,
,6,11,59,apt_low,apt,3,7/3/2025,stock,1 ,16.32,2.01,u,G,,1,
,6,11,59,apt_low,apt,4,7/3/2025,stock,1 ,8.17,0.87,u,G,,1,
,6,11,59,apt_low,apt,5,7/3/2025,stock,1 ,12.45,1.57,u,G,,1,
,6,11,59,apt_low,apt,6,7/3/2025,stock,1 ,13.44,1.8,u,G,,1,
,6,11,60,ach_high,ach,1,7/3/2025,stock,1 ,17.55,1.53,f,RB,,1,
,6,11,60,ach_high,ach,2,7/3/2025,stock,1 ,24.51,1.57,m,B,,1,
,6,11,60,ach_high,ach,3,7/3/2025,stock,1 ,24.95,1.77,f,RB,,1,
,6,11,60,ach_high,ach,4,7/3/2025,stock,1 ,27.07,1.89,f,DB,,1,
,6,11,60,ach_high,ach,5,7/3/2025,stock,1 ,25.58,1.53,f,DB,,1,
,6,11,60,ach_high,ach,6,7/3/2025,stock,1 ,15.56,1.39,f,G,,1,
,6,11,60,ach_high,ach,7,7/3/2025,stock,1 ,9.51,0.81,u,DB,,1,
,6,11,60,ach_high,ach,8,7/3/2025,stock,1 ,15.2,1.23,f,LB,,1,
,6,11,60,ach_high,ach,9,7/3/2025,stock,1 ,18.66,1.49,f,R-LB,,1,
,1,1,1,ach_high,ach,1,7/8/2025,surv,2 ,,,,,4.0,1,c. 6-12
,1,1,1,ach_high,ach,2,7/8/2025,surv,2 ,,,,,4.0,1,
,1,1,1,ach_high,ach,3,7/8/2025,surv,2 ,,,,,,0,no males found in mort survey
,1,1,1,ach_high,ach,4,7/8/2025,surv,2 ,,,,,4.0,1,
,1,1,1,ach_high,ach,5,7/8/2025,surv,2 ,,,,,3.0,1,
,1,1,1,ach_high,ach,6,7/8/2025,surv,2 ,,,,,,0,
,1,1,1,ach_high,ach,7,7/8/2025,surv,2 ,,,,,,0,
,1,1,1,ach_high,ach,8,7/8/2025,surv,2 ,,,,,4.0,1,
,1,1,1,ach_high,ach,9,7/8/2025,surv,2 ,,,,,3.0,1,
,1,1,2,apt_low,apt,1,7/8/2025,surv,2 ,,,,,,0,c. 6-17
,1,1,2,apt_low,apt,2,7/8/2025,surv,2 ,,,,,6.0,1,"we swapped this one, original died"
,1,1,2,apt_low,apt,3,7/8/2025,surv,2 ,,,,,,0,
,1,1,2,apt_low,apt,4,7/8/2025,surv,2 ,,,,,,0,
,1,1,2,apt_low,apt,5,7/8/2025,surv,2 ,,,,,,0,
,1,1,2,apt_low,apt,6,7/8/2025,surv,2 ,,,,,,0,
,1,1,3,apt_high,apt,1,7/8/2025,surv,2 ,,,,,3.0,1,c. 6-17
,1,1,3,apt_high,apt,2,7/8/2025,surv,2 ,,,,,6.0,1,f
,1,1,3,apt_high,apt,3,7/8/2025,surv,2 ,,,,,3.0,1,
,1,1,3,apt_high,apt,4,7/8/2025,surv,2 ,,,,,,0,
,1,1,3,apt_high,apt,5,7/8/2025,surv,2 ,,,,,,0,
,1,1,3,apt_high,apt,6,7/8/2025,surv,2 ,,,,,,0,
,1,1,3,apt_high,apt,7,7/8/2025,surv,2 ,,,,,,0,
,1,1,3,apt_high,apt,8,7/8/2025,surv,2 ,,,,,,0,
,1,1,3,apt_high,apt,9,7/8/2025,surv,2 ,,,,,,0,
,1,1,4,ach_33,apt,1,7/8/2025,surv,2 ,,,,,,0,c. 6-11
,1,1,4,ach_33,apt,2,7/8/2025,surv,2 ,,,,,,0,
,1,1,4,ach_33,apt,3,7/8/2025,surv,2 ,,,,,,0,
,1,1,4,ach_33,apt,4,7/8/2025,surv,2 ,,,,,,0,
,1,1,4,ach_33,apt,5,7/8/2025,surv,2 ,,,,,,0,
,1,1,4,ach_33,apt,6,7/8/2025,surv,2 ,,,,,,0,
,1,1,4,ach_33,ach,1,7/8/2025,surv,2 ,,,,,,0,c. 6-17
,1,1,4,ach_33,ach,2,7/8/2025,surv,2 ,,,,,4.0,1,
,1,1,4,ach_33,ach,3,7/8/2025,surv,2 ,,,,,4.0,1,
,1,1,5,ach_66,apt,1,7/8/2025,surv,2 ,,,,,3.0,1,c. 6-11
,1,1,5,ach_66,apt,2,7/8/2025,surv,2 ,,,,,3.0,1,
,1,1,5,ach_66,apt,3,7/8/2025,surv,2 ,,,,,,0,
,1,1,5,ach_66,ach,1,7/8/2025,surv,2 ,,,,,3.0,1,
,1,1,5,ach_66,ach,2,7/8/2025,surv,2 ,,,,,4.0,1,
,1,1,5,ach_66,ach,3,7/8/2025,surv,2 ,,,,,4.0,1,
,1,1,5,ach_66,ach,4,7/8/2025,surv,2 ,,,,,3.0,1,
,1,1,5,ach_66,ach,5,7/8/2025,surv,2 ,,,,,3.0,1,
,1,1,5,ach_66,ach,6,7/8/2025,surv,2 ,,,,,,0,
,1,1,6,ach_low,ach,1,7/8/2025,surv,2 ,,,,,4.5,1,c. 6-11
,1,1,6,ach_low,ach,2,7/8/2025,surv,2 ,,,,,3.0,1,
,1,1,6,ach_low,ach,3,7/8/2025,surv,2 ,,,,,4.5,1,
,1,1,6,ach_low,ach,4,7/8/2025,surv,2 ,,,,,4.5,1,
,1,1,6,ach_low,ach,5,7/8/2025,surv,2 ,,,,,3.0,1,
,1,1,6,ach_low,ach,6,7/8/2025,surv,2 ,,,,,3.0,1,
,1,2,7,ach_low,ach,1,7/8/2025,surv,2 ,,,,,,0,c. 6/13
,1,2,7,ach_low,ach,2,7/8/2025,surv,2 ,,,,,4.0,1,
,1,2,7,ach_low,ach,3,7/8/2025,surv,2 ,,,,,3.5,1,
,1,2,7,ach_low,ach,4,7/8/2025,surv,2 ,,,,,3.0,1,
,1,2,7,ach_low,ach,5,7/8/2025,surv,2 ,,,,,3.0,1,
,1,2,7,ach_low,ach,6,7/8/2025,surv,2 ,,,,,4.0,1,
,1,2,8,apt_high,apt,1,7/8/2025,surv,2 ,,,,,3.0,1,instar 3
,1,2,8,apt_high,apt,2,7/8/2025,surv,2 ,,,,,3.0,1,
,1,2,8,apt_high,apt,3,7/8/2025,surv,2 ,,,,,,0,
,1,2,8,apt_high,apt,4,7/8/2025,surv,2 ,,,,,,0,
,1,2,8,apt_high,apt,5,7/8/2025,surv,2 ,,,,,,0,
,1,2,8,apt_high,apt,6,7/8/2025,surv,2 ,,,,,,0,
,1,2,8,apt_high,apt,7,7/8/2025,surv,2 ,,,,,6.0,1,so much grass
,1,2,8,apt_high,apt,8,7/8/2025,surv,2 ,,,,,,0,
,1,2,8,apt_high,apt,9,7/8/2025,surv,2 ,,,,,,0,
,1,2,9,ach_33,apt,1,7/8/2025,surv,2 ,,,,,3.0,1,
,1,2,9,ach_33,apt,2,7/8/2025,surv,2 ,,,,,3.0,1,
,1,2,9,ach_33,apt,3,7/8/2025,surv,2 ,,,,,2.0,1,
,1,2,9,ach_33,apt,4,7/8/2025,surv,2 ,,,,,3.0,1,
,1,2,9,ach_33,apt,5,7/8/2025,surv,2 ,,,,,,0,
,1,2,9,ach_33,apt,6,7/8/2025,surv,2 ,,,,,,0,
,1,2,9,ach_33,ach,1,7/8/2025,surv,2 ,,,,,4.0,1,
,1,2,9,ach_33,ach,2,7/8/2025,surv,2 ,,,,,4.0,1,
,1,2,9,ach_33,ach,3,7/8/2025,surv,2 ,,,,,4.0,1,
,1,2,10,ach_high,ach,1,7/8/2025,surv,2 ,,,,,3.5,1,
,1,2,10,ach_high,ach,2,7/8/2025,surv,2 ,,,,,4.0,1,
,1,2,10,ach_high,ach,3,7/8/2025,surv,2 ,,,,,4.0,1,small dark stripes
,1,2,10,ach_high,ach,4,7/8/2025,surv,2 ,,,,,3.5,1,
,1,2,10,ach_high,ach,5,7/8/2025,surv,2 ,,,,,3.5,1,
,1,2,10,ach_high,ach,6,7/8/2025,surv,2 ,,,,,3.5,1,
,1,2,10,ach_high,ach,7,7/8/2025,surv,2 ,,,,,3.5,1,
,1,2,10,ach_high,ach,8,7/8/2025,surv,2 ,,,,,5.5,1,
,1,2,10,ach_high,ach,9,7/8/2025,surv,2 ,,,,,,0,
,1,2,11,apt_low,apt,1,7/8/2025,surv,2 ,,,,,,0,
,1,2,11,apt_low,apt,2,7/8/2025,surv,2 ,,,,,,0,
,1,2,11,apt_low,apt,3,7/8/2025,surv,2 ,,,,,,0,
,1,2,11,apt_low,apt,4,7/8/2025,surv,2 ,,,,,,0,
,1,2,11,apt_low,apt,5,7/8/2025,surv,2 ,,,m,,5.0,1,m
,1,2,11,apt_low,apt,6,7/8/2025,surv,2 ,,,,,,0,
,1,2,12,ach_66,apt,1,7/8/2025,surv,2 ,,,,,,0,
,1,2,12,ach_66,apt,2,7/8/2025,surv,2 ,,,,,,0,
,1,2,12,ach_66,apt,3,7/8/2025,surv,2 ,,,,,,0,
,1,2,12,ach_66,ach,1,7/8/2025,surv,2 ,,,,,4.0,1,
,1,2,12,ach_66,ach,2,7/8/2025,surv,2 ,,,,,5.5,1,
,1,2,12,ach_66,ach,3,7/8/2025,surv,2 ,,,,,4.0,1,
,1,2,12,ach_66,ach,4,7/8/2025,surv,2 ,,,,,5.5,1,
,1,2,12,ach_66,ach,5,7/8/2025,surv,2 ,,,,,,0,
,1,2,12,ach_66,ach,6,7/8/2025,surv,2 ,,,,,5.5,1,
,2,3,13,ach_low,ach,1,7/8/2025,surv,2 ,,,,,,0,
,2,3,13,ach_low,ach,2,7/8/2025,surv,2 ,,,,,3.0,1,
,2,3,13,ach_low,ach,3,7/8/2025,surv,2 ,,,,,,0,
,2,3,13,ach_low,ach,4,7/8/2025,surv,2 ,,,,,3.0,1,
,2,3,13,ach_low,ach,5,7/8/2025,surv,2 ,,,,,,0,
,2,3,13,ach_low,ach,6,7/8/2025,surv,2 ,,,,,3.0,1,
,2,3,14,ach_66,apt,1,7/8/2025,surv,2 ,,,,,,0,saw a 1st inst outside of cage
,2,3,14,ach_66,apt,2,7/8/2025,surv,2 ,,,,,,0,
,2,3,14,ach_66,apt,3,7/8/2025,surv,2 ,,,,,,0,
,2,3,14,ach_66,ach,1,7/8/2025,surv,2 ,,,,,3.0,1,
,2,3,14,ach_66,ach,2,7/8/2025,surv,2 ,,,,,,0,
,2,3,14,ach_66,ach,3,7/8/2025,surv,2 ,,,,,4.0,1,
,2,3,14,ach_66,ach,4,7/8/2025,surv,2 ,,,,,3.0,1,
,2,3,14,ach_66,ach,5,7/8/2025,surv,2 ,,,,,,0,
,2,3,14,ach_66,ach,6,7/8/2025,surv,2 ,,,,,,0,
